RATING,DIRECTOR,MOVIE
5.8, Justin Kelly,King Cobra
5.8, Jeff Nichols,Loving
5.8, John Butler,Handsome Devil
5.8, Amat Escalante,The Untamed
5.8, Adam Wingard,Death Note
5.8, Bavo Defurne,Souvenir
5.8, John Stevenson,Sherlock Gnomes
5.8, Jay Chandrasekhar,Super Troopers 2
5.8, David Leitch,Deadpool 2
5.8, Eva Vives,All About Nina
5.8, Todd Strauss-Schulson,Isn't It Romantic
5.8, Steven Soderbergh,High Flying Bird
5.8, Abdellatif Kechiche,Mektoub My Love Intermezzo
5.8, Garth Davis,Mary Magdalene
5.8, David Leitch,Fast & Furious Presents - Hobbs & Shaw
5.8, Yuval Adler,The Operative
5.8, Jon Lucas & Scott Moore,Jexi
5.8, Ruben Fleischer,Zombieland - Double Tap
5.8, Sergio Pablos,Klaus
5.8, Elizabeth Banks,Charlie's Angels
5.8, Bill Condon,The Good Liar
5.8, Michael Herbig,Balloon
5.8, Ludwig & Paul Shammasian,Retaliation
5.8, Derrick Borte,Unhinged
5.8, Isabel Sandoval,Lingua Franca
5.8, Xavier Dolan,Matthias & Maxime
5.8, Robert Lorenz,The Marksman
5.8, Cathy Yan,Dead Pigs
5.8, Simon Barrett,Seance
5.7, Thom Fitzgerald,Hanging Garden (1998)
5.7, Robert Bierman,A Merry War (1998)
5.7, Paul Oremland,Like It Is (1998)
5.7, Harold Becker,Mercury Rising  (1998)
5.7, Eric Darnell,Antz (1998)
5.7, Bob Gosse,Niagara Niagara  (1998)
5.7, Angelica Huston,Agnes Browne
5.7, Istvan Szabo,Sunshine
5.7, Marc Levin,Whiteboys
5.7, Mark Illsley,Happy Texas
5.7, Bruce Wagner,I'm Losing You
5.7, Stephen Sommers,The Mummy
5.7, Franco Zeffirelli,Tea With Mussolini
5.7, Brian Robbins,Varsity Blues
5.7, Davis Guggenheim,Gossip
5.7, Robert Greenwald,Steal This Movie
5.7, Stewart Raffill,Grizzly Falls
5.7, Mark Hanlon, Buddy Boy
5.7, Betty Thomas,28 Days
5.7, Kevin Allen,Big Tease
5.7, Harold Zwart,One Night At McCool's
5.7,  Todd Louiso,Love Liza
5.7, Tim Burton,Alice in Wonderland
5.7, J Blakeson,Disappearance of Alice Creed
5.7, Stephen Frears,Tamara Drewe
5.7, George Miller,Happy Feet Two
5.7, Marius Holst,King of Devil's Island
5.7, Tim Burton,Dark Shadows
5.7, Lee Toland Krieger,Celeste and Jesse Forever
5.7, Walter Salles,On the Road
5.7, John Wells,August - Osage County
5.7, Maria Sole Tognazzi,A Five Star Life
5.7, Daniel Benmayor,Tracers
5.7, Uberto Pasolini,Still Life
5.7, Hal Hartley,Ned Rifle
5.7, Toa Fraser,The Dead Lands
5.7, Peter Sohn,The Good Dinosaur
5.7, Tate Taylor,The Girl on the Train
5.7, Michael Bay,13 Hours
5.7, Tom McGrath,The Boss Baby
5.7, Robin Swicord,Wakefield
5.7, Michael Gracey,The Greatest Showman
5.7, Madeleine Olnek,Wild Nights With Emily
5.7, Babak Anvari,Wounds
5.7, Miranda Harcourt & Stuart McKenzie,The Changeover
5.7, Dexter Fletcher,Rocketman
5.7, Michael Dowse,Stuber
5.7, William Teitler,Bad Therapy
5.7, Aaron Schneider,Greyhound
5.7, Niki Caro,Mulan
5.7, Doug Liman,Chaos Walking
5.7, Don Hall & Carlos Lopez Estrada,Raya and the Last Dragon
5.6, Peter O'Fallon,Suicide Kings  (1998)
5.6, Night Shyamalan,Wide Awake  (1998)
5.6, Nicholas Hytner,Object Of My Affection  (1998)
5.6, Michael Lehmann,My Giant  (1998)
5.6, Dean Parisot,Home Fries (1998)
5.6, Marleen Gorris,Mrs Dalloway  (1998)
5.6, Mark Christopher,54 (1998)
5.6, Jill Sprecher,Clockwatchers (1998)
5.6, Doug Block,Home Page
5.6, Michael Apted,The World Is Not Enough
5.6, Sam Raimi,For Love Of The Game
5.6, Alan Parker,Angela's Ashes
5.6, Wes Craven,Music Of The Heart
5.6, Kelly Makin,Mickey Blue Eyes
5.6, Francois Girard,The Red Violin
5.6, Garry Marshall,Runaway Bride
5.6, Mike Newell,Pushing Tin
5.6, Robert Rodriguez,Faculty
5.6, Tom Shadyac,Patch Adams
5.6, John Bruno,Virus
5.6, Dan Ireland,The Velocity Of Gary
5.6, Anne Fontaine,Dry Cleaning
5.6, Robert Iscove,She's All That
5.6, Willard Carroll,Playing By Heart
5.6, Jonathan Flicker,Followers
5.6, Ian Merrick,The Sculptress
5.6, Mimi Leder,Pay it Forward
5.6, Alan Rudolph,Trixie
5.6, Randolph Kret,Pariah
5.6, Eric Bross,Restaurant
5.6, John Gallagher,Blue Moon
5.6, John Carpenter,Ghost Of Mars
5.6, Ivan Reitman,Old School
5.6, James McTeigue,V for Vendetta
5.6, Vicky Cristina,Barcelona  (2008)
5.6, Sarah Smith,Arthur Christmas
5.6, Joss Whedon,The Avengers
5.6, David Ayer,End of Watch
5.6, Jake Kasdan,Sex Tape
5.6, Matthew Perkins,The Little Tin Man
5.6, Justin Benson and Aaron Moorhead,Spring
5.6, Jemaine Clement & Taika Waititi,What We Do in the Shadows
5.6, Andre Techine,In the Name of My Daughter
5.6, Anders Morgenthaler,The 11th Hour
5.6, Daniel Peddle,Sunset Edge
5.6, Andrea DiStefano,Escobar - Paradise Lost
5.6, Ryan Coogler,Creed
5.6, Thea Sharrock,Me Before You
5.6, George Nolfi,Birth of the Dragon
5.6, Gillian Robespierre,Landline
5.6, Taika Waititi,Thor - Ragnarok
5.6, Carlos Saldanha,Ferdinand
5.6, Joshua Marston,Come Sunday
5.6, Stefano Sollima,Sicario - Day of the Soldado
5.6, Anthony Burns,Our House
5.6, Emilio Estevez,The Public
5.6, Dome Karukoski,Tolkien
5.6, Drake Doremus,Endings Beginnings
5.6, Brett Haley,All Together Now
5.6, Eddie Huang,Boogie
5.6, Jude Weng,Finding Ohana
5.5, Susanna Styron,Shadrach (1998)
5.5, John Frankenheimer,Ronin (1998)
5.5, Susan Skoog,Whatever (1998)
5.5, Stefan Ruzowitzky,The Inheritors 5.5 (1998)
5.5, Peter Medak,Species II (1998)
5.5, Paul Verhoeven,Starship Troopers  (1998)
5.5, Paddy Breathnach,I Went Down (1998)
5.5, Leslie Smith,David Searching (1998)
5.5, John Maybury,Love Is The Devil (1998)
5.5, Joe Dante,Small Soldiers (1998)
5.5, Jamie Blanks,Urban Legend (1998)
5.5, Ivan Reitman,Six Days Seven Nights (1998)
5.5, Danny Cannon,Phoenix (1998)
5.5, Dan Zukovic,The Last Big Thing (1998)
5.5, Norton Virgien,The Rugrat's Movie (1998)
5.5, Chris Eyre,Smoke Signals (1998)
5.5, Brian DePalma,Snake Eyes (1998)
5.5, Ronny Yu,Bride of Chucky (1998)
5.5, Roland Tec,All The Rage (1998)
5.5, Bill Kalmenson,The Souler Opposite (1998)
5.5, Evan Dunsky,The Alarmist (1998)
5.5, George Miller,Babe Pig In The City (1998)
5.5, Antonio Banderas,Crazy In Alabama
5.5, Craig Bolotin,Light It Up
5.5, Estep Nagy,The Broken Giant
5.5, Rose Troche,Bedrooms & Hallways
5.5, Udayan Prasad,My Son The Fanatic
5.5, Dennis Dugan,Big Daddy
5.5, Simon West,The General's Daughter
5.5, Alex De La Iglesia,The Day of The Beast
5.5, Oliver Parker,An Ideal Husband
5.5, Robert Meyer Burnett,Free Enterprise
5.5, Jan DeBont,The Haunting
5.5, George Lucas,Star Wars - Episode I
5.5, Michael Radford,B. Monkey
5.5, Risa Bramon Garcia,200 CIgarettes
5.5, Ernest Dickerson,Blind Faith
5.5, Lynn Hershman Leeson,Conceiving Ada
5.5, Roger Kumble,Cruel Intentions
5.5, Michael Apted,Me And Isaac Newton
5.5, Giuseppe Tornatore,Malena
5.5, John Berry,Boesman & Lena
5.5, Denys Arcand,Stardom
5.5, Tonie Marshall,Venus Beauty Institute
5.5, Laurence Fishburne,Once In The Life
5.5, Michael Ritchie,The Fantastics
5.5, Harold Ramis,Bedazzled
5.5, Bruce Paltrow,Duets
5.5, James Ivory,The Golden Bowl
5.5, Bette Gordon,Luminous Motion
5.5, Rob Cohen,The Skulls
5.5, Paul Verhoeven,The Hollow Man
5.5, John Frankenheimer,Reindeer Games
5.5, Jule Gilfillan,Restless
5.5, Michael Bay,Pearl Harbor
5.5, Luis Mandoki,Angel Eyes
5.5, Cesc Gay,Nico and Dani
5.5, Sande Zeig,The Girl
5.5, James Ryan,The Young Girl and the Monsoon
5.5, Ivan Reitman,Evolution
5.5, Blair Hayes,Bubbly Boy
5.5, Maria Ripoll,Tortilla Soup
5.5, Woody Allen,The Curse Of The Jade Scorpion
5.5, Moufida Tlatli,The Season of Men
5.5, Jacob Kornbluth,Haiku Tunnel
5.5, Oxide And Danny Pang,Bangkok Dangerous
5.5, Gil Junger,Black Knight
5.5, Scott Gill,Porn Star
5.5, Harry Ralston,The Last Man
5.5, David Fincher,The Panic Room
5.5, Takashi Miike,Dead or Alive: Final
5.5, David Twohy,Below
5.5, Diane Kurys,Children Of The Century
5.5, Clint Eastwood,Blood Work
5.5, Oliver Parker,The Importance of Being Earnest
5.5, Jonathan Frakes,Clockstoppers
5.5, Jeong Jae Eun,Take Care Of My Cat
5.5, Pete Jones,Stolen Summer
5.5, Nick Cassavetes,John Q
5.5, Gregory Hoblit,Hart's War
5.5, Anne-Sophie Birot,Girls Can't Swim
5.5, Mandel Holland,The Other Brother
5.5, Dirk Shafer,Circuit
5.5, Joel Schumacher,Bad Company
5.5, Karim Dridi,Cuba Feliz
5.5, Ellory Elkayem,Eight-Legged Freaks
5.5, Gerard Krawczyk,Wasabi
5.5, Ryosuke Hashiguchi,Hush
5.5, Kurt Voss,Down & Out With The Dolls
5.5, John McTiernan,Basic
5.5, Peter Segal,Anger Management
5.5, Justin Lin,Better Luck Tomorrow
5.5, Alfredo de Villa,Washington Heights
5.5, James Cox,Wonderland
5.5, Don Coscarelli,Bubba Ho-Tep
5.5, Brian Robbins,The Perfect Score
5.5, Lone Scherfig,Wilbur Wants to Kill Himself
5.5, Nir Bergman,Broken Wings
5.5, Jim Jarmusch,Coffee And Cigarettes
5.5, Peter Howitt,Laws of Attraction
5.5, Adam McKay,Anchorman
5.5, Antoine Fuqua,King Arthur
5.5,  Jeff Balsmeyer,Danny Deckchair
5.5, Todd Solondz,Palindromes
5.5, Donald Petrie,Mooseport
5.5, Woody Allen,Match Point
5.5, Paul Haggis,Crash
5.5, Louis Leterrier,Transporter 2
5.5, Rosario Roveto,A Wake in Providence
5.5, Ian Gamazon and Neill Dela Llana,Cavite
5.5, Kate Montgomery,Christmas in the Clouds
5.5, Randall Miller,Marilyn Hotchkiss Ballroom Dancing and Charm School
5.5, Paul McGuigan,Lucky Number Slevin
5.5, Michael Sturminger,The Whore's Son
5.5, Billy Kent,The Oh in Ohio
5.5, Stuart Gordon,Edmond
5.5, Allen Coulter,Hollywood Land
5.5, Jonathan Liebesman,The Texas Chainsaw Massacre - The Beginning
5.5, Tony Bill,Flyboys
5.5, Sylvain White,Stomp the Yard
5.5, Robert Zemeckis,Beowulf
5.5, Rob Reiner,Bucket List
5.5, Marc Forster,The Kite Runner
5.5, Julie Taymor,Across the Universe
5.5, Davis Guggenheim,Gracie
5.5, Bruce Evans,Mr. Brooks
5.5, Anthony Lover,My Brother
5.5, Jake Kasdan,The TV Set
5.5, Michael Lehmann,Because I Said So
5.5, Zoe Cassavetes,Broken English
5.5, Benjamin Cummings and Orson Cummings,If I Didn't Care
5.5, Matt Reaves,Cloverfield
5.5, Lucia Puenzo,XXY
5.5, Michael McCullers,Baby Mama
5.5, Paul Weiland,Made of Honor
5.5, Mark Waters,The Spiderwick Chronicles
5.5, Laura Dunn,The Unforeseen
5.5, Justin Chadwick,The Other Boleyn Girl
5.5, Mark Palansky,Penelope
5.5, David Gordon Green,Snow Angels
5.5, Raul Inglis,OSS 117
5.5, Joshua Seftel,"War, Inc"
5.5, Guillermo del Toro,Hellboy II
5.5, Saul Dibb,The Duchess
5.5, Joe Swanberg and Greta Gerwig,Night and Weekends
5.5, Laurie Lynd,Breakfast With Scot
5.5, Jose-Ivan Santiago,Talento de Barrio
5.5, Clint Eastwood,Gran Torino
5.5, Paul Schrader,Adam Resurrected
5.5, Rob Schmidt,The Alphabet Killer
5.5, Sam Mendes,Revolutionary Road
5.5, Anthony Byrne,How About You
5.5, Bill Duke,Not Easily Broken
5.5, Robert Celestino,Yonkers Joe
5.5, Kyle Newman,Fanboys
5.5, Tony Stone,Severed Ways: The Norse Discovery of America
5.5, Mary Stuart Masterson,The Cake Eaters
5.5, Jody Hill,Observe and Report
5.5, Tim Disney,American Violet
5.5, Paul Morrison,Little Ashes
5.5, Ron Howard,Angels & Demons
5.5, Bruce McDonald, Pontypool
5.5, Woody Allen,Whatever Works
5.5, Lynn Shelton,Humpday
5.5, Rowan Woods,Fragments
5.5, Nora Ephron,Julie & Julia
5.5, Neal Brennan,"The Goods: Live Hard, Sell Hard"
5.5, Gerardo Naranjo,I'm Gonna Explode
5.5, Jim Sheridan,Brothers
5.5, Michael Hoffman,The Last Station
5.5, John Musker and Ron Clements,The Princess and the Frog
5.5, Jorge Blanco,Planet 51
5.5, Kevin Heffernan,The Slammin' Salmon
5.5, Gabriel Medina,The Paranoids
5.5, Ananth Narayan Mahadevan,Red Alert - The War Within
5.5, Andy Tennant,The Bounty Hunter
5.5, Shawn Levy,Date Night
5.5, David Kittredge,Pornography: A Thriller
5.5, Neil Marshall,Centurion
5.5, Claudia Llosa,The Milk of Sorrow
5.5, Mel Damski,Legendary
5.5, Ben Wheatley,Down Terrace
5.5, Claude Chabrol,Inspector Bellamy
5.5, Roger Mitchell,Morning Glory
5.5, David Yates,Harry Potter and the Deathly Hallows Part 1
5.5, Tarsem Singh,Immortals
5.5, Ivan Reitman,No Strings Attached
5.5, Michael Dowse,Take Me Home Tonight
5.5, Christopher Smith,Black Death
5.5, Paul Johansson,Atlas Shrugged Part I
5.5, Salim Akil,Jumping the Broom
5.5, Gavin Wiesen,The Art of Getting By
5.5, Thomas Bezucha,Monte Carlo
5.5, David Dobkin,The Change-Up
5.5, John Sayles,Amigo
5.5, Olivier Megaton,Colombiana
5.5, Jeanne Labrune,Special Treatment
5.5, Alex Gregory and Peter Huyck,A Good Old Fashioned Orgy
5.5, Marc Forster,Machine Gun Preacher
5.5, Roland Emmerich,Anonymous
5.5, Drake Doremus,Like Crazy
5.5, Mark Pellington,I Melt With You
5.5, Guy Ritchie,Sherlock Holmes - A Game of Shadows
5.5, Gianfranco Rosi,El Sicario Room 164
5.5, Stephen Chbosky,The Perks of Being a Wallflower
5.5, Ken Kwapis,Big Miracle
5.5, Peter and Bobby Farrelly,The Three Stooges
5.5, Tanya Wexler,Hysteria
5.5, Dean Wright,For Greater Glory
5.5, Declan Donnellan and Nick Ormerod,Bel Ami
5.5, Nacho Vigalondo,Extraterrestrial
5.5, Lorene Scafaria,Seeking a Friend for the End of the World
5.5, Gurvinder Singh,Alms for a Blind Horse
5.5, Mike Birbiglia,Sleepwalk With Me
5.5, Andrea Arnold,Wuthering Heights
5.5, Lorraine Levy,The Other Son
5.5, Bill Condon,The Twilight Saga: Breaking Dawn - Part 2
5.5, Gabriele Muccino,Playing for Keeps
5.5, Dustin Hoffman,Quartet
5.5, Eytan Fox,Yossi
5.5, Kasi Lemmons,Black Nativity
5.5, Paul Schrader,The Canyons
5.5, Alejandro Landes,Porfirio
5.5, Jordan Vogt-Roberts,The Kings of Summer
5.5, James DeMonaco,The Purge - Anarchy
5.5, Clint Eastwood,American Sniper
5.5, Tom Dolby and Tom Williams,Last Weekend
5.5, Michael Berry,Frontera
5.5, Howard Goldberg,Jake Squared
5.5, Helene Cattet and Bruno Forzani,The Strange Color of Your Body's Tears
5.5, Paul Leyden,Come Back to Me
5.5,  Bryan Poyser,Love & Air Sex
5.5,  Joel Hopkins,The Love Punch
5.5, Biyi Bandele,Half of a Yellow Sun
5.5, Dan Fogler & Michael Canzoniero,Don Peyote
5.5, Jon Baird,Filth
5.5, Scott Coffey,Adult World
5.5, Stephen Sommers,Odd Thomas
5.5, Roger Michell,Le Week-End
5.5, Liza Johnson,Hateship Loveship
5.5, Joel Surnow,Small Time
5.5, Patrice Leconte,A Promise
5.5, Phil Lord and Christopher Miller,22 Jump Street
5.5, Kat Candler,Hellion
5.5, Jan Ole Gerster,A Coffee in Berlin
5.5, Dan Beers,Premature
5.5, Sharon Greytak,Archaeology of a Woman
5.5, Michael Bilandic,Hellaware
5.5, Max Nichols,Two Night Stand
5.5, David Dobkin,The Judge
5.5, Francis dela Torre,Blood Ransom
5.5, Zeke and Simon Hawkins,Bad Turn Worse
5.5, Karen Leigh Hopkins,Miss Meadows
5.5, Colin Minihan,Extraterrestrial
5.5, Liz Tuccillo,Take Care
5.5, Anne Fontaine,Gemma Bovery
5.5, Nishikant Kamat,Drishyam (2015)
5.5, Sam Mendes,Spectre
5.5, Ted Geoghegan,We Are Still Here
5.5, Michael and Peter Spierig,Predestination
5.5, John Madden,The Second Best Exotic Marigold Hotel
5.5, James Wan,Furious 7
5.5, Bruce LaBruce,Gerontophilia
5.5, Shoojit Sircar,Piku
5.5, Maya Forbes,Infinitely Polar Bear
5.5, Olivier Nakache & Eric Toledano,Samba
5.5, Andrew Stanton & Angus MacLane,Finding Dory
