RATING,DIRECTOR,MOVIE
7.0, Srisaila Rajamouli,Baahubali 2: The Conclusion (2017)
7.0, Mike Leigh,Peterloo
7.0, Mamoru Hosoda,Mirai
7.0, Rahi Anil Barve,Tumbbad
7.0, Gustav Moller,The Guilty
7.0, Ash Mayfair,The Third Wife
7.0, Alexandre Franchi,Happy Face
7.0, Jennifer Kent,The Nightingale
7.0, Kirill Sokolov,Why Don't You Just Die
7.0, Malgorzata Szumowska,Mug
7.0, Stephane Brize',At War
7.0, Roberto Minervini,What You Gonna Do When The World's On Fire?
7.0, Blitz Bazawule,The Burial of Kojo
7.0, Cristina Gallego & Ciro Guerra,Birds of Passage
7.0, Milorad Krstic,Ruben Brandt Collector
7.0, Christophe Honore,Sorry Angel
7.0, Florian Henckel von Donnersmarck,Never Look Away
7.0, Peter Jackson,They Shall Not Grow Old
7.0, Laura Bispuri,Daughter of Mine
7.0, Julia Hart,Fast Color
7.0, Carolina Hellsgard,Endzeit
7.0, Benjamin Naishtat,Rojo
7.0, Henry Dunham,The Standoff at Sparrow Creek
7.0, Laszlo Nemes,Sunset
7.0, Sophie Lorain,Slut In A Good Way
7.0, Nia DaCosta,Little Woods
7.0, Ryusuke Hamaguchi,Asako I & II
7.0, Bora Kim,House of Hummingbird
7.0, Peter Strickland,In Fabric
7.0, Spike Lee,BlacKkKlansman
7.0,  Christian Gudegast,Den of Thieves
7.0, Fangfang Li, Wu Wen Xi Dong/ Forever Young
7.0, Nicole Holofcener,The Land of Steady Habits
7.0, Phuttiphong Aroonpheng,Manta Ray
7.0, Emir Baigazin,Ozen/ The River
7.0, Pema Tseden,Jinpa
7.0, Steve McQueen,Widows
7.0, Soudade Kaadan,The Day I Lost My Shadow
7.0, Eva Husson,Girls of the Sun
7.0, Pete Billington,Wolves in the Walls
7.0, Karyn Kusama,Destroyer
7.0, Brady Corbet,Vox Lux
7.0, Ava DuVernay,A Wrinkle in Time
7.0, Wes Anderson,Isle Of Dogs
7.0, Steven Soderbergh,Unsane
7.0, Philip Groening,My Brother's Name Is Robert and He Is an Idiot
7.0, Aleksei German,Dovlatov
7.0, Adina Pintilie,Touch Me Not
7.0, Erik Poppe,U - July 22
7.0, John Krasinski,A Quiet Place
7.0, Kirill Serebrennikov,Summer
7.0, Asghar Farhadi,Everybody Knows
7.0, Jean-Luc Godard,The Image Book
7.0, Susanna Fogel,The Spy Who Dumped Me
7.0, Bing Liu,Minding the Gap
7.0, Rodrigo Cortes,Down a Dark Hall
7.0, Drew Goddard,Bad Times at the El Royale
7.0, Sebastian Silva,Tyrel
7.0, Joel & Ethan Coen,The Ballad Of Buster Scruggs
7.0, Alexandre Moratto,Socrates
7.0, Olivia Wilde,Booksmart
7.0, Mehdi Barsaoui,Un Fils/ A Son
7.0, Lou Ye,Xin da Juyuan/ Saturday Fiction
7.0, Tran Thanh Huy,Rom  (2019)
7.0, Rodd Rathjen,Buoyancy
7.0, Shahad Ameen,Scales
7.0, Rodrigo Sorogoyen,Madre
7.0, Tyler Cornack,Butt Boy
7.0, Noah Baumbach,Marriage Story
7.0, Trey Edward Shults,Waves
7.0, Maria Sodahl,Hope
7.0, Lorcan Finnegan,Vivarium
7.0," Te-yin ""Midi Z"" Chao",Zhuo Ren Mi Mi/ Nina Wu
7.0, Kenji Iwaisawa,On-Gaku - Our Sound
7.0, David Perrault,L'Etat Sauvage/ Savage State
7.0, Kelly Reichardt,First Cow
7.0, Ina Weisse,Das Vorspiel/ The Audition (2019)
7.0, Ferzan Ozpetek,Dea Fortuna/ The Goddess of Fortune
7.0, Jayro Bustamante,La Llorona
7.0, Melina Leon,Song Without a Name
7.0, Andrew Patterson,The Vast of Night
7.0, Galder Gaztelu-Urrutia,The Platform
7.0, Tayarisha Poe,Selah and the Spades
7.0, Sasie Sealy,Lucky Grandma
7.0, Terrence Malick,A Hidden Life
7.0, Malgorzata Szumowska,The Other Lamb
7.0, Kiyoshi Kurosawa,To the Ends of the Earth
7.0, Todd Haynes,Dark Waters
7.0, Jeremy Clapin,I Lost My Body
7.0, Alice Waddington,Paradise Hills
7.0, Damien Manivel,Les Enfants d'Isadora
7.0, Rian Johnson,Knives Out
7.0, Heather Young,Murmur
7.0, Darius Marder,Sound of Metal
7.0, Coky Giedroyc,How to Build a Girl
7.0, Karim Ainouz,Invisible Life of Euridice Gusmao
7.0, Oualid Mouaness,1982
7.0, Paolo Sorrentino,The New Pope
7.0, Steven Soderbergh,The Laundromat
7.0, Luc Besson,Anna
7.0, Jim Jarmusch,The Dead Don't Die
7.0, Danielle Lessovitz,Port Authority
7.0, Ritesh Batra,Photograph
7.0, Stephen Merchant,Fighting with My Family
7.0, Gurinder Chadha,Blinded by the Light
7.0, Wang Xiaoshuai,So Long My Son
7.0, Angela Schanelec,I Was at Home But
7.0, Josh Lobo,I Trapped the Devil
7.0, Jonathan Levine,Long Shot
7.0, Lynn Shelton,Sword of Trust
7.0, Julius Onah,Luce
7.0, Nicolas Winding Refn,Too Old to Die Young
7.0, Simon Curtis,The Art of Racing in the Rain
7.0, Mamadou Dia,Nafi's Father
7.0, Melina Matsoukas,Queen & Slim
7.0, Ladj Ly,Les Miserables
7.0, Tom Harper,The Aeronauts
7.0, Adam Egypt Mortimer,Daniel Isn't Real
7.0, Bruno Dumont,Joan of Arc
7.0, Kleber Mendonca Filho & Juliano Dornelles,Bacurau
7.0, Pietro Marcello,Martin Eden
7.0, Chinonye Chukwu,Clemency
7.0, Shatara Michelle Ford,Test Pattern
7.0, Daniel Grou,Mafia Inc
7.0, Dea Kulumbegashvili,Beginning
7.0, Cooper Raiff,Shithouse
7.0, Ivan Ostrochovsky,Sluzobnici/ Servants
7.0, Christian Petzold,Undine
7.0, Matias Pineiro,Isabella
7.0, Bassam Tariq,Mogul Mowgli
7.0, Edson Oda,Nine Days
7.0, Kaveh Mazaheri,Botox
7.0, Emma Dante,The Macaluso Sisters
7.0, Radha Blank,The 40-Year-Old Version
7.0, Joe DeNardo & Paul Felten,Slow Machine
7.0, Ephraim Asili,The Inheritance
7.0, Azazel Jacobs,French Exit
7.0, C.W. Winter and Anders Edstrom,The Works and Days
7.0, Luca Guadagnino,We are Who we are
7.0, Lawrence Michael Levine,Black Bear
7.0, Philippe Garrel,The Salt of Tears
7.0, Steve McQueen,Mangrove
7.0, Chaitanya Tamhane,The Disciple
7.0, Regina King,One Night in Miami
7.0, Andrei Konchalovsky,Dorogie Tovarishchi/ Dear Comrades
7.0, Charlie Kaufman,I'm Thinking of Ending Things
7.0, Egor Abramenko,Sputnik
7.0, Romola Garai,Amulet
7.0, Craig Zobel,The Hunt
7.0, Liz Garbus,Lost Girls
7.0, Agnieszka Holland,Charlatan
7.0, Natalia Meta,The Intruder
7.0, Sandra Wollner,The Trouble With Being Born
7.0, Srdan Golubovic,Father
7.0, Radu Jude,Uppercase Print
7.0, Burhan Qurbani,Berlin Alexanderplatz
7.0, Sung-hyun Yoon,Sa-nyang-eui-si-gan/ Time to Hunt
7.0, Miranda July,Kajillionaire
7.0, Maite Alberdi,The Mole Agent
7.0, Florian Zeller,The Father
7.0, Robert Machoian,The Killing of Two Lovers
7.0, Faraz Shariat,Futur Drei/ No Hard Feelings
7.0, Josephine Decker,Shirley
7.0, Christopher Munch,The 11th Green
7.0, Michael Almereyda,Tesla
7.0, Francis Lee,Ammonite
7.0, Catarina Vasconcelos,A Metamorfoses dos Pasaros
7.0, Pete Docter & Kemp Powers,Soul
7.0, Yujiro Harumoto,A Balance
7.0, Pak Ruslan,Three
7.0, Sion Sono,Red Post on Escher Street
7.0, Travis Taute,Indemnity
7.0, Colm Bairead,The Quiet Girl
7.0, Audrey Diwan,Happening
7.0, Valentyn Vasyanovych,Reflection
7.0, Ramon & Silvan Zuercher,Das Maedchen und die Spinne/ The Girl and the Spider
7.0, Radu Muntean,Intregalde
7.0, Ruth Paxton,A Banquet
7.0, Kenneth Branagh,Belfast
7.0, Benjamin Cleary,Swan Song
7.0, Maria Schrader,I'm Your Man
7.0, TJ Gnanavel,Jai Bhim
7.0, Antoneta Alamat Kusijanovic,Murina
7.0, Stephen Karam,The Humans
7.0, Aaron Wilson,Little Tornadoes
7.0, Paolo Sorrentino,E` stata la mano di Dio/ The Hand Of God
7.0, Jake Wachtel,Karmalink
7.0, Paul Schrader,The Card Counter
7.0, Semih Kaplanoglu,Baglilik Hasan/ Commitment Hasan
7.0, Asghar Farhadi,A Hero
7.0, Julia Ducournau,Titane
7.0, Haider Rashid,Europa
7.0, Omar El Zohairi,Feathers
7.0, Mathieu Amalric,Hold Me Tight
7.0, Saul Williams,Neptune Frost
7.0, Nadav Lapid,Ahed's Knee
7.0, Ainsley Gardiner & Briar Grace Smith,Cousins
7.0, SK Dale,Till Death
7.0, Steven Soderbergh,No Sudden Move
7.0, Ryusuke Hamaguchi,Wheel of Fortune and Fantasy
7.0, Alice Diop,We
7.0, Denis Cote,Social Hygiene
7.0, Jane Schoenbrun,We're All Going to the World's Fair
7.0, Rebecca Hall,Passing
7.0, Blerta Basholli,Zgjoi/ Hive
7.0, Christopher Makoto Yogi,I Was a Simple Man
7.0, Theo Anthony,All Light Everywhere
7.0, Jerrod Carmichael,On the Count of Three
7.0, Lyle Mitchell Corbine,Wild Indian
7.0, Simon Stone,The Dig
7.0, Shaka King,Judas and the Black Messiah
7.0, Ben Wheatley,In The Earth
7.0, Michael Sarnoski,Pig
7.0, Kogonada,After Yang
7.0, Tom McCarthy,Stillwater
7.0, James Ashcroft,Coming Home in the Dark
7.0, Valdimar Johannsson,Lamb
7.0, Khadar Ahmed,The Gravedigger's Wife
7.0, Se-in Kim,The Apartment With Two Women
7.0, Aparna Sen,Rapist
7.0, Brillante Ma Mendoza,Gensan Punch
7.0, Qi Wang,The Bargain
7.0, Alexandre Moratto,7 Prisoners
7.0, Abel Ferrara,Zeros and Ones
7.0, Wes Anderson,The French Dispatch
7.0, Leonardo DiCostanzo,Ariaferma
7.0, Clint Bentley,Jockey
7.0, Jonas Poher Rasmussen,Flee
7.0, Pedro Almodovar,Madres Paralelas/ Parallel Mothers
7.0, Arthur Harari,"Onoda - 10,000 Nights in the Jungle"
7.0, Antoneta Kusijanovic,Murina
7.0, Laura Samani,Piccolo Corpo/ Small Body
7.0, Charline Bourgeois-Tacquet,Les amours d'Anais/ Anais in Love
7.0, Thomas Daneskov,Wild Men
6.9, Stephen Frears,The Hi-Lo Country  (1998)
6.9, Paul Auster,Lulu on the Bridge
6.9, Paul Schrader,Affliction (1998)
6.9, Neil Jordan,Butcher Boy  (1998)
6.9, Terrence Malick,The Thin Red Line  (1998)
6.9, Martin Scorsese,Kundun  (1998)
6.9, Peter & Bobby Farrelly,There's Something About Mary (1998)
6.9, Erick Zonca,The Dreamlife of Angels
6.9, Paul Thomas Anderson,Magnolia
6.9, Alexander Sokurov,Moloch
6.9, Dean Parisot,Galaxy Quest
6.9, Richard Shepard,Oxygen
6.9, Matthew Barney,Cremaster 2
6.9, Milos Forman,Man On The Moon
6.9, David Russell,Three Kings
6.9, Thomas Jahn,Knockin' On Heaven's Door
6.9, Spike Lee,Summer of Sam
6.9, Doug Liman,Go
6.9, Robert Altman,Cookie's Fortune
6.9, Raymond DeFelitta,Two Family House
6.9, Shinobu Yaguchi,Adrenaline Drive
6.9, Takeshi Miike,Hyoryuu-gai/ City of Lost Souls
6.9, Steven Soderbergh,Traffic
6.9, Paul Morrison,Solomon And Gaenor
6.9, Aileen Ritchie,The Closer You Get
6.9, Greg Harrison,Groove
6.9, Jim McKay,Our Song
6.9, Mary Harron,American Psycho
6.9, Stanley Tucci,Joe Gould's Secret
6.9, Ben Younger,Boiler Room
6.9, Bertrand Tavernier,It All Starts Today
6.9, Rod Lurie,The Contender
6.9, Night Shyamalan,Unbreakable
6.9, Jose Luis Cuerda,La Lengua de las Mariposas/ Butterfly
6.9, Kazuya Tsurumaki,FLCL
6.9, Takashi Miike,Araburu Tamashii-tachi/ Agitator
6.9, Shohei Imamura,Lukewarm Water Under a Red Bridge
6.9, Aleksandr Sokurov,Taurus
6.9, Milcho Manchevski,Dust
6.9, Eliseo Subiela,El Lado Oscuro del Corazon/ Dark Side of Heart II
6.9, Rod Pulido,The Flip Side
6.9, Jonathan Glazer,Sexy BEast
6.9, Fatih Akin,In July
6.9, John Cameron Mitchell,Hedwig And The Angry Inch
6.9, John Herzfeld,15 Minutes
6.9, Sharon Maguire,Bridget Jones's Diary
6.9, Ben Hopkins,Simon Magus
6.9, David Mirkin,Heartbreakers
6.9, Richard Dutcher,Brigham City
6.9, David Mamet,Heist
6.9, Jacques Rivette,Va Savoir/ Who Knows?
6.9, Todd Solondz,Storytelling
6.9, Hirokazu Kore-eda,Distance
6.9, Robert Rodriguez,Spy Kids
6.9, Mani Ratnam,A Peck on the Cheek
6.9, Damon Packard,Reflections of Evil (2002)
6.9, Andrew Lau,Infernal Affairs
6.9, Andreas Dresen,Halbe Treppe/ Grill Point
6.9, Burr Steers,Igby Goes Down
6.9, Claude Miller,Alias Betty
6.9, Sam Mendes,The Road To Perdition
6.9, Francois Ozon,8 Women
6.9, Mark Romanek,One Hour Photo
6.9, Christopher Munch,The Sleepy Time Gal
6.9, Uwe Boll,Blackwoods
6.9, Dylan Kidd,Roger Dodger
6.9, Alan Rudolph,Secret Lives of Dentists
6.9, Michael Haneke,Le Temps du Loup/ Time of the Wolf
6.9, John Crowley,Intermission
6.9, Anil Sharma,The Hero
6.9, Alex Proyas,Garage Days
6.9, Gore Verbinski, Pirates of the Caribbean: Curse of the Black Pearl
6.9, Monica Stambrini,Gasoline
6.9, Oxide and Danny Pang,The Eye
6.9, Delphine Gleize,Carnage
6.9, Tom McCarthy,The Station Agent
6.9, Denys Arcand,Les Invasions Barbares/ The Barbarian Invasions
6.9, Johnnie To,PTU
6.9, Mel Gibson,The Passion of the Christ
6.9, Hong Sang-soo,Yeojaneun Namjaeui Miraeda/ Woman is the Future of Man
6.9, Bilge Ebiri,New Guy
6.9, Ruben Ostlund,The Guitar Mongoloid
6.9, Katsuhiro Otomo,Steamboy
6.9, Aleksandr Sokurov,The Sun
6.9, George Lucas,Star Wars: Episode III - Revenge of the Sith
6.9, Vladan Nikolic,Love
6.9, Susanne Bier,After the Wedding
6.9, Karen Moncrieff,The Dead Girl
6.9, Shosuke Murakami,Densha Otoko/ Train Man
6.9, Francois Ozon,Le Temps Qui Reste/ Time to Leave
6.9, Noah Baumbach,Margot at the Wedding
6.9, David Cronenberg,Eastern Promises
6.9, Sean Penn,Into the Wild
6.9, Andre Techine,Les Temoins/ The Witnesses
6.9, Deborah Kampmeier,Hounddog
6.9, Gregory Hoblit,Fracture
6.9, Mira Nair,The Namesake
6.9, Azazel Jacobs,The Goodtimeskid and Two Wrenching Departures
6.9, Todd Haynes,I'm Not There
6.9, Brillante Mendoza,Tirador/ Slingshot
6.9, Valery Todorovsky,Hipsters
6.9, Paolo Sorrentino,Il Divo
6.9, Gabriele Muccino,Seven Pounds
6.9, Eran Kolirin,The Band's Visit
6.9, Nadine Labaki,Caramel
6.9, Yoshihiro Nishimura,Tokyo Gore Police
6.9, Brian Goodman,What Doesn's Kill You
6.9, Agnes Jaoui,Let It Rain
6.9, Rodrigo Garcia,Passengers
6.9, Mia Hansen-Love,The Father of My Children
6.9, Jan Troell,Everlasting Moments
6.9, Joel & Ethan Coen,A Serious Man
6.9, Srdjan Spasojevic,A Serbian Film
6.9, Bryan Poyser,Lovers of Hate
6.9, Adam Salky,Dare
6.9, Jim Jarmusch,The Limits of Control
6.9, Jonathan auf der Heide,Van Diemen's Land
6.9, Rian Johnson,The Brothers Bloom
6.9, Pablo Trapero,Lion's Den
6.9, Armando Iannucci,In the Loop
6.9, Rajkumar Hirani,Idiots
6.9, Sylvain Chomet,The Illusionist
6.9, Wen Jiang,Rang Zi Dan Fei/ Let the Bullets Fly
6.9, Zhang Chi,Dixia de Tiankong/ The Shaft
6.9, Noah Baumbach,Greenberg
6.9, Chris Sanders and Dean DeBlois,How to Train Your Dragon
6.9, Victor Nunez,Spoken Word
6.9, Nicolo Donato,Brotherhood
6.9, Rachid Bouchareb,Outside the Law
6.9, Helene Cattet and Bruno Forzani,Amer
6.9, Lena Dunham,Tiny Furniture
6.9, Jean-Luc Godard,Film Socialisme
6.9, Lucas Belvaux,Rapt
6.9, Baran bo Odar,The Silence
6.9, Elia Suleiman,The Time That Remains
6.9, Miguel Arteta,Cedar Rapids
6.9, Patricio Guzman,Nostalgia for the Light
6.9, Catherine Breillat,Sleeping Beauty
6.9, Alain Corneau,Love Crime
6.9, JC Chandor,Margin Call
6.9, Nanni Moretti,We Have a Pope
6.9, Steven Soderbergh,Contagion
6.9, Joe Carnahan,The Grey
6.9, Christophe Honore,Beloved
6.9, Richard Linklater,Bernie
6.9, Craig Zobel,Compliance
6.9, Ole Bornedal,The Possession
6.9, Dong-hoon Choi,The Thieves
6.9, Eric Lartigau,The Big Picture
6.9, Joe Wright,Anna Karenina
6.9, John Krokidas,Kill Your Darlings
6.9, George Tillman,The Inevitable Defeat of Mister & Pete
6.9, Henry-Alex Rubin,Disconnect
6.9, Ron Morales,Graceland
6.9, Ariel Vromen,The Iceman
6.9, Rama Burshtein,Fill the Void
6.9, Gilles Legrand,You Will Be My Son
6.9, Joseph Gordon-Levitt,Don Jon
6.9, Javier Rebollo,The Dead Man and Being Happy
6.9, Albert Serra,Story of my Death
6.9, David Russell,American Hustle
6.9, Martin Scorsese,The Wolf of Wall Street
6.9, Damien Chazelle,Whiplash
6.9, Levan Gabriadze,Unfriended
6.9, James Napier Robertson,The Dark Horse
6.9, Amma Asante,Belle
6.9, Adam Rodgers,At Middleton
6.9, Joel Potrykus,Ape
6.9, Dave Green,Earth to Echo
6.9, Katrin Gebbe,Nothing Bad Can Happen
6.9, Scott Frank,A Walk Among the Tombstones
6.9, Jessica Oreck,The Vanquishing of the Witch Baba Yaga
6.9, Robert Greene,Actress
6.9, Mariana Rondon,Bad Hair
6.9, Patricia Benoit,Stones in the Sun
6.9, Ken Ochiai,Uzumasa Limelight
6.9, Lenny Abrahamson,Frank
6.9, R. J. Cutler,If I Stay
6.9, Abderrahmane Sissako,Timbuktu
6.9, Pablo Larrain,El Club
6.9, Johnnie To,Office
6.9, Micah Magee,Petting Zoo
6.9, Tom Hooper,The Danish Girl
6.9, Steven Spielberg,Bridge of Spies
6.9, David Sandberg,Kung Fury
6.9, Kristian Levring,The Salvation
6.9, Anna Boden & Ryan Fleck,Mississippi Grind
6.9, Giulio Ricciarelli,Labyrinth of Lies
6.9, Veronika Franz & Severin Fiala,Goodnight Mommy
6.9, Alfonso Gomez-Rejon,Me and Earl and the Dying Girl
6.9, Alonso Ruizpalacios,Gueros
6.9, Kristina Grozeva and Petar Valchanov,The Lesson
6.9, Ragnar Bragason,Metalhead
6.9, Lone Scherfig,The Riot Club
6.9, Guillaume Nicloux,The Kidnapping of Michel Houellebecq
6.9, Chris Messina,Alex in Venince
6.9, Daniel Duran,Bravetown
6.9, James Ponsoldt,The End of the Tour
6.9, Alex Ross Perry,Queen of Earth
6.9, Andrew Haigh,45 Years
6.9, Sergei Loznitsa,Austerlitz
6.9, Kleber Mendonca Filho,Aquarius
6.9, Justine Triet,In Bed with Victoria
6.9, Jeremy Saulnier,Hold the Dark
6.9, Denis Villeneuve,Arrival
6.9, Martin Zandvliet,Land of Mine
6.9, Tatiana Huezo,Tempestad
6.9, Alison Maclean,The Rehearsal
6.9, Ulrich Seidl,Safari
6.9, Natalia Almada,Everything Else
6.9, Dane Komljen,All the Cities of the North
6.9, Alessandro Comodin,Happy Times Will Come Soon
6.9, Bill Morrison,Dawson City: Frozen Time
6.9, Pascale Breton,Suite Armoricaine
6.9, Ingrid Jungermann,Women Who Kill
6.9, Alain Guiraudie,Staying Vertical
6.9, Joachim Lafosse,After Love
6.9, Joseph Cedar,Cedar
6.9, Federica DiGiacomo,Liberami
6.9, Francois Ozon,Frantz
6.9, Nathan Morlando,Mean Dreams
6.9, David Mackenzie,Hell or High Water
6.9, Michael O'Shea,The Transfiguration
6.9, Xavier Dolan,It's Only the End of the World
6.9, Paul Dalio,Touched With Fire
6.9, Scott Derrickson,Doctor Strange
6.9, Stephane Brize,La Loi du Marche/ The Measure of a Man
6.9, Terence Davies,Sunset Song
6.9, Andrew Ahn,Spa Night
6.9, Conrad Vernon & Greg Tiernan,Sausage Party
6.9, Elizabeth Wood,White Girl
6.9, Peter Berg,Deepwater Horizon
6.9, Mia Hansen-Love,L'Avenir/ Things to Come
6.9, Jean-Pierre and Luc Dardenne,La Fille inconnue/ The Unknown Girl
6.9, Whit Stillman,Love & Friendship
6.9, Babak Anvari,Under the Shadow
6.9, Robert Guediguian,The Villa
6.9, Paul Smith,Paddington 2
6.9, Denis Villeneuve,Blade Runner 2049
6.9, Jerome Reybaud,4 Days in France
6.9, Gary-Michael Schultz,Vincent N Roxxy
6.9, Ruben Oestlund,The Square
6.9, Todd Haynes,Wonderstruck
6.9, Barry Levinson,The Wizard of Lies
6.9, Sofia Coppola,The Beguiled
6.9, Makoto Shinkai,Your Name
6.9, Alice Lowe,Prevenge
6.9, Ben Wheatley,Free Fire
6.9, Dee Rees,Mudbound
6.9, Michael Showalter,The Big Sick
6.9, Naoko Ogigami,Close-Knit
6.9, Geremy Jasper,Patti Cake$
6.9, Matt Ruskin,Crown Heights
6.9, Nora Twomey,The Breadwinner
6.9, Jamie Dagg,Sweet Virginia
6.9, Lone Scherfig,Their Finest
6.9, Pedro Rivero & Alberto Vázquez,Birdboy - The Forgotten Children
6.9, Yorgos Lanthimos,The Killing of a Sacred Deer
6.9, William Oldroyd,Lady Macbeth
6.9, Joseph Cedar,Norman - The Moderate Rise and Tragic Fall of a New York Fixer
6.9, Ildiko Enyedi,On Body And Soul
6.9, Sebastian Lelio,Un Mujer Fantastica/ A Fantastic Woman
6.9, Russell Harbaugh,Love After Love
6.9, Boots Riley,Sorry to Bother You
6.9, Hiromasa Yonebayashi,Mary and the Witch
6.9, Marcelo Martinessi,The Heiresses
6.9, Vanessa Filho,Angel Face
6.9, Benedikt Erlingsson,Kona Fer I Strid/ Woman at War
6.9, Matthew Porterfield, Sollers Point
6.9, Carla Simon,Summer 1993
6.9, Gustavo Letelier, El Destello de la Luna
6.9, Valerie Massadian, Milla
6.9, Robert Schwentke,The Captain
6.9, Aneesh Chaganty,Searching
6.9, Isabel Coixet,The Bookshop
6.9, Paul Weitz,Bel Canto
6.9, Eli Roth,The House With a Clock in Its Walls
6.9, Paul Dano,Wildlife
6.9, Matthew Heineman,A Private War
6.9, Bill Oliver,Jonathan
6.9, Adam McKay,Vice
6.9, Neil Burger,The Upside
6.9, Sebastian Lelio,Gloria Bell
6.9, Sang-soo Hong,Gangbyeon Hotel/ Hotel by the River
6.9, Peter Hedges,Ben Is Back
6.9, Lulu Wang,The Farewell
6.9, Greta Gerwig,Little Women
6.9, Derek Tsang,Better Days (2019)
6.9, Edward Norton,Motherless Brooklyn
6.9, Albert Serra,Liberte'
6.9, Hassen Ferhani,143 Sahara Street
6.9, M Night Shyamalan,Glass
6.9, Rebecca Zlotowski,An Easy Girl
6.9, Alma Har'el,Honey Boy
6.9, Lucia Garibaldi,The Sharks
6.9, Emma Tammi,The Wind
6.9, Max Minghella,Teen Spirit
6.9, Abel Ferrara,Pasolini
6.9, Stefon Bristol,See You Yesterday
6.9, Andre Ovredal,Scary Stories to Tell in the Dark
6.9, Harmony Korine,The Beach Bum
6.9, Alexandre Aja,Crawl
6.9, Jacob Estes,Don't Let Go
6.9, Haifaa al-Mansour,The Perfect Candidate
6.9, Jill Culton,Abominable
6.9, Pedro Almodovar,Dolor y Gloria/ Pain and Glory
6.9, Dea Kulumbegashvili,Beginning
6.9, Damiano & Fabio D'Innocenzo,Favolacce
6.9, Anthony Scott Burns,Come True
6.9, Brandon Cronenberg,Possessor
6.9, Ana Vaz,Apiyemiyeki
6.9, Tracy Deer,Beans
6.9, Emma Seligman,Shiva Baby
6.9, Carlo Mirabella-Davis,Swallow
6.9, Guillaume Pierret,Lost Bullet
6.9, Gerardo Naranjo,Viena and the Fantomes
6.9, Gregor Jordan,Dirt Music
6.9, Rob Savage,Host
6.9, Steve McQueen,"Red, White and Blue"
6.9, Justin Benson & Aaron Moorhead,Synchronic
6.9, Johannes Nyholm,Koko-di Koko-da
6.9, Antonio Capuano,Il Buco in Testa
6.9, Aaron Sorkin,The Trial of the Chicago 7
6.9, Emerald Fennell,Promising Young Woman
6.9, Philippe Lacote,Night of the Kings
6.9, Enrico Casarosa,Luca
6.9, Ninja Thyberg,Pleasure
6.9, Radu Jude,Bad Luck Banging or Loony Porn
6.9, Natalia Almada,Users
6.9, Robin Wright,Land
6.9, Oliver Hermanus,Moffie
6.9, Ramin Bahrani,The White Tiger
6.9, Sang-soo Hong,In Front of Your Face
6.9, Vincent LePort,Bruno Reidal Confessions Of A Murderer
6.9, Jean Luc Herbulot,Saloum
6.9, Joel Coen,The Tragedy of Macbeth
6.9, John Michael McDonagh,The Forgiven
6.9, Will Sharpe,The Electrical Life of Louis Wain
6.9, Mike Mills,C'mon C'mon
6.8, Pat O'Connor,Dancing at Lughnasa (1998)
6.8, Hideo Nakata,Ringu (1998)
6.8, Aleksei German,Khrustalyov Mashinu/ Khrustalyov my Car (1998)
6.8, Francois Ozon,Sitcom  (1998)
6.8, Steven Soderbergh,Out Of Sight  (1998)
6.8, Todd Haynes,Velvet Goldmine (1998)
6.8, Hal Hartley,Henry Fool  (1998)
6.8, Woody Allen,Deconstructing Harry  (1998)
6.8, Sam Raimi,A Simple Plan  (1998)
6.8, Richard Kwietniowski,Love And Death On Long Island  (1998)
6.8, Marc Levin,Slam (1998)
6.8, John Boorman,General (1998)
6.8, Mark Herman,Little Voice (1998)
6.8, Oliver Stone,Any Given Sunday
6.8, Zhang Yang,Shower
6.8, James Mangold,Girl Interrupted
6.8, David Lynch,The Straight Story
6.8, Deepa Mehta,Earth
6.8, Daniel Myrick & Eduardo Sanchez,Blair Witch Project
6.8, John Turturro,Illuminata
6.8, Mark Pellington,Arlington Road
6.8, Gilles MacKinnon,Hideous Kinky
6.8, Larry Clark,Another Day In Paradise
6.8, Dariush Mehrjui,Leila
6.8, Alexander Payne,Election
6.8, David Cronenberg,Existenz
6.8, Night Shyamalan,Sixth Sense
6.8, Agnes Jaoui,The Taste Of Others
6.8, Chan-wook Park,Gongdonggyeongbiguyeok Jeieseuei/ Joint Security Area (2000)
6.8, Clint Eastwood,Space Cowboys
6.8, Steven Brill,Little Nicky
6.8, Samantha Lang,The Well
6.8, Gregory Hoblit,Frequency
6.8, Benito Zambrano,Solas
6.8, John Shear,Urbania
6.8, David Maquiling,Too Much Sleep
6.8, Robert Lee King,Psycho Beach Party
6.8, Roger Donaldson,Thirteen Days
6.8, Robert Altman,Dr T & The Women
6.8, Chuck Russell,Bless The Child
6.8, Tarsem Singh,The Cell
6.8, Karyn Kusama,Girlfight
6.8, Jenniphr Goodman,The Tao Of Steve
6.8, Tahmine Milani,Two Women
6.8, Alison Maclean,Jesus' Son
6.8, John Curran,Praise
6.8, Jean-Pierre Marois,Live Virgin
6.8, Jonathan Mostow,U-571
6.8, Regis Wargnier,East-West
6.8, Julian Temple,The Filth And The Fury
6.8, Spike Lee,Bamboozled
6.8, Sofia Coppola,The Virgin Suicides
6.8, Liv Ullmann,Faithless
6.8, Donald Petrie,Miss Congeniality
6.8, Richard Linklater,Tape
6.8, Santosh Sivan,Halo (2001)
6.8, Tsui Hark,The Legend of Zu
6.8, Shunji Iwai,All About Lily Chou-Chou
6.8, Juna Carlos Cremata Malberti,Nada
6.8, Fabian Bielinsky,Nueve Reinas/ Nine Queens
6.8, Walter Salles,Behind the Sun
